,Age,Sex,N,Und,Alc,Smk,HIV,Dia
220,57,f,2112.003152030401,0.0,1.0,0.0,0.0,1.0
221,57,f,65931.05154924914,0.0,0.0,1.0,0.0,0.0
222,57,f,331.3118168303977,0.0,1.0,1.0,0.0,0.0
223,57,f,5967.586999550358,0.0,0.0,1.0,0.0,1.0
224,57,f,29.98787436959979,0.0,1.0,1.0,0.0,1.0
225,57,f,755907.1724134898,1.0,0.0,0.0,0.0,0.0
226,57,f,3798.528504590401,1.0,1.0,0.0,0.0,0.0
227,57,f,68419.07885531042,1.0,0.0,0.0,0.0,1.0
228,57,f,343.8144666096001,1.0,1.0,0.0,0.0,1.0
229,57,f,10732.961880110324,1.0,0.0,1.0,0.0,0.0
230,57,f,53.93448180959962,1.0,1.0,1.0,0.0,0.0
231,57,f,971.4676510895933,1.0,0.0,1.0,0.0,1.0
232,57,f,4.881746990399967,1.0,1.0,1.0,0.0,1.0
233,58,f,4494787.403442119,0.0,0.0,0.0,0.0,0.0
234,58,f,22586.871374081,0.0,1.0,0.0,0.0,0.0
235,58,f,406834.6286648811,0.0,0.0,0.0,0.0,1.0
236,58,f,2044.3951189190007,0.0,1.0,0.0,0.0,1.0
237,58,f,63820.510799380536,0.0,0.0,1.0,0.0,0.0
238,58,f,320.7060844189977,0.0,1.0,1.0,0.0,0.0
239,58,f,5776.556593618959,0.0,0.0,1.0,0.0,1.0
240,58,f,29.027922580999793,0.0,1.0,1.0,0.0,1.0
241,58,f,731709.5773045311,1.0,0.0,0.0,0.0,0.0
242,58,f,3676.932549269001,1.0,1.0,0.0,0.0,0.0
243,58,f,66228.89303846903,1.0,0.0,0.0,0.0,1.0
244,58,f,332.80850773100013,1.0,1.0,0.0,0.0,1.0
245,58,f,10389.385478968927,1.0,0.0,1.0,0.0,0.0
246,58,f,52.20796723099963,1.0,1.0,1.0,0.0,0.0
247,58,f,940.3696780309936,1.0,0.0,1.0,0.0,1.0
248,58,f,4.725475768999968,1.0,1.0,1.0,0.0,1.0
249,59,f,4340577.550004302,0.0,0.0,0.0,0.0,0.0
250,59,f,21811.9474874588,0.0,1.0,0.0,0.0,0.0
251,59,f,392876.7029992989,0.0,0.0,0.0,0.0,1.0
252,59,f,1974.2547889412006,0.0,1.0,0.0,0.0,1.0
253,59,f,61630.91855989835,0.0,0.0,1.0,0.0,0.0
254,59,f,309.7031083411978,0.0,1.0,1.0,0.0,0.0
255,59,f,5578.37103650116,0.0,0.0,1.0,0.0,1.0
256,59,f,28.032015258799802,0.0,1.0,1.0,0.0,1.0
257,59,f,706605.647675119,1.0,0.0,0.0,0.0,0.0
258,59,f,3550.7821491212007,1.0,1.0,0.0,0.0,0.0
259,59,f,63956.67258128122,1.0,0.0,0.0,0.0,1.0
260,59,f,321.3903144788001,1.0,1.0,0.0,0.0,1.0
261,59,f,10032.94023068113,1.0,0.0,1.0,0.0,0.0
262,59,f,50.41678507879965,1.0,1.0,1.0,0.0,0.0
263,59,f,908.1069129187937,1.0,0.0,1.0,0.0,1.0
264,59,f,4.563351321199969,1.0,1.0,1.0,0.0,1.0
265,60,f,4183106.587216853,0.0,0.0,0.0,0.0,0.0
266,60,f,21020.636116667603,0.0,1.0,0.0,0.0,0.0
267,60,f,378623.6060403478,0.0,0.0,0.0,0.0,1.0
268,60,f,1902.631186132401,0.0,1.0,0.0,0.0,1.0
269,60,f,59395.02253654718,0.0,0.0,1.0,0.0,0.0
270,60,f,298.46744993239787,0.0,1.0,1.0,0.0,0.0
271,60,f,5375.994406252363,0.0,0.0,1.0,0.0,1.0
272,60,f,27.01504726759981,0.0,1.0,1.0,0.0,1.0
273,60,f,680970.8397794878,1.0,0.0,0.0,0.0,0.0
274,60,f,3421.964018992401,1.0,1.0,0.0,0.0,0.0
275,60,f,61636.40098331243,1.0,0.0,0.0,0.0,1.0
276,60,f,309.73065820760013,1.0,1.0,0.0,0.0,1.0
277,60,f,9668.957157112332,1.0,0.0,1.0,0.0,0.0
278,60,f,48.587724407599666,1.0,1.0,1.0,0.0,0.0
279,60,f,875.161880087594,1.0,0.0,1.0,0.0,1.0
280,60,f,4.39779839239997,1.0,1.0,1.0,0.0,1.0
281,61,f,4022094.4387845024,0.0,0.0,0.0,0.0,0.0
282,61,f,20211.529843138203,0.0,1.0,0.0,0.0,0.0
283,61,f,364049.9873708983,0.0,0.0,0.0,0.0,1.0
284,61,f,1829.3969214618005,0.0,1.0,0.0,0.0,1.0
285,61,f,57108.84598679779,0.0,0.0,1.0,0.0,0.0
286,61,f,286.9791255617979,0.0,1.0,1.0,0.0,0.0
287,61,f,5169.066757801764,0.0,0.0,1.0,0.0,1.0
288,61,f,25.975209838199817,0.0,1.0,1.0,0.0,1.0
289,61,f,654759.5598021282,1.0,0.0,0.0,0.0,0.0
290,61,f,3290.2490442318003,1.0,1.0,0.0,0.0,0.0
291,61,f,59263.95143247182,1.0,0.0,0.0,0.0,1.0
292,61,f,297.8088011682001,1.0,1.0,0.0,0.0,1.0
293,61,f,9296.788881571732,1.0,0.0,1.0,0.0,0.0
294,61,f,46.71753206819966,1.0,1.0,1.0,0.0,0.0
295,61,f,841.4759838281941,1.0,0.0,1.0,0.0,1.0
296,61,f,4.22852253179997,1.0,1.0,1.0,0.0,1.0
297,62,f,3870051.6950236275,0.0,0.0,0.0,0.0,0.0
298,62,f,19447.4959548926,0.0,1.0,0.0,0.0,0.0
299,62,f,350288.21230857266,0.0,0.0,0.0,0.0,1.0
300,62,f,1760.2422729074003,0.0,1.0,0.0,0.0,1.0
301,62,f,54950.02406727221,0.0,0.0,1.0,0.0,0.0
302,62,f,276.130774207398,0.0,1.0,1.0,0.0,0.0
303,62,f,4973.666300527365,0.0,0.0,1.0,0.0,1.0
304,62,f,24.993297992599825,0.0,1.0,1.0,0.0,1.0
305,62,f,630008.4154689626,1.0,0.0,0.0,0.0,0.0
306,62,f,3165.8714345174003,1.0,1.0,0.0,0.0,0.0
307,62,f,57023.66246883742,1.0,0.0,0.0,0.0,1.0
308,62,f,286.55106768260015,1.0,1.0,0.0,0.0,1.0
309,62,f,8945.352755137337,1.0,0.0,1.0,0.0,0.0
310,62,f,44.95152138259969,1.0,1.0,1.0,0.0,0.0
311,62,f,809.6666070625944,1.0,0.0,1.0,0.0,1.0
312,62,f,4.068676417399971,1.0,1.0,1.0,0.0,1.0
313,63,f,3725891.3194843526,0.0,0.0,0.0,0.0,0.0
314,63,f,18723.0719572078,0.0,1.0,0.0,0.0,0.0
315,63,f,337239.8904222479,0.0,0.0,0.0,0.0,1.0
316,63,f,1694.6728161922003,0.0,1.0,0.0,0.0,1.0
317,63,f,52903.12218334742,0.0,0.0,1.0,0.0,0.0
318,63,f,265.8448350921981,0.0,1.0,1.0,0.0,0.0
319,63,f,4788.396010052166,0.0,0.0,1.0,0.0,1.0
320,63,f,24.062291507799834,0.0,1.0,1.0,0.0,1.0
321,63,f,606540.4473579179,1.0,0.0,0.0,0.0,0.0
322,63,f,3047.941946522201,1.0,1.0,0.0,0.0,0.0
323,63,f,54899.51704548223,1.0,0.0,0.0,0.0,1.0
324,63,f,275.87697007780014,1.0,1.0,0.0,0.0,1.0
325,63,f,8612.13616938214,1.0,0.0,1.0,0.0,0.0
326,63,f,43.277066177799696,1.0,1.0,1.0,0.0,0.0
327,63,f,779.5063272177946,1.0,0.0,1.0,0.0,1.0
328,63,f,3.917117222199973,1.0,1.0,1.0,0.0,1.0
329,64,f,3571243.5567008904,0.0,0.0,0.0,0.0,0.0
330,64,f,17945.947521110003,0.0,1.0,0.0,0.0,0.0
331,64,f,323242.32846911007,0.0,0.0,0.0,0.0,1.0
332,64,f,1624.3333088900004,0.0,1.0,0.0,0.0,1.0
333,64,f,50707.312164109644,0.0,0.0,1.0,0.0,0.0
334,64,f,254.81061388999822,0.0,1.0,1.0,0.0,0.0
335,64,f,4589.647665889968,0.0,0.0,1.0,0.0,1.0
336,64,f,23.06355610999984,0.0,1.0,1.0,0.0,1.0
337,64,f,581365.23016061,1.0,0.0,0.0,0.0,0.0
338,64,f,2921.4333173900004,1.0,1.0,0.0,0.0,0.0
339,64,f,52620.84416939002,1.0,0.0,0.0,0.0,1.0
340,64,f,264.4263526100001,1.0,1.0,0.0,0.0,1.0
341,64,f,8254.678724389942,1.0,0.0,1.0,0.0,0.0
342,64,f,41.48079760999971,1.0,1.0,1.0,0.0,0.0
343,64,f,747.151945609995,1.0,0.0,1.0,0.0,1.0
344,64,f,3.754532389999975,1.0,1.0,1.0,0.0,1.0
345,65,f,3409261.199223596,0.0,0.0,0.0,0.0,0.0
346,65,f,17131.965825244202,0.0,1.0,0.0,0.0,0.0
347,65,f,308580.8937138043,0.0,0.0,0.0,0.0,1.0
348,65,f,1550.6577573558004,0.0,1.0,0.0,0.0,1.0
349,65,f,48407.359826703854,0.0,0.0,1.0,0.0,0.0
350,65,f,243.25306445579827,0.0,1.0,1.0,0.0,0.0
351,65,f,4381.473135895769,0.0,0.0,1.0,0.0,1.0
352,65,f,22.017452944199846,0.0,1.0,1.0,0.0,1.0
353,65,f,554996.0091759344,1.0,0.0,0.0,0.0,0.0
354,65,f,2788.924669225801,1.0,1.0,0.0,0.0,0.0
355,65,f,50234.098976665824,1.0,0.0,0.0,0.0,1.0
356,65,f,252.43265817420013,1.0,1.0,0.0,0.0,1.0
357,65,f,7880.267878765745,1.0,0.0,1.0,0.0,0.0
358,65,f,39.59933607419973,1.0,1.0,1.0,0.0,0.0
359,65,f,713.2630686341952,1.0,0.0,1.0,0.0,1.0
360,65,f,3.5842365257999758,1.0,1.0,1.0,0.0,1.0
361,66,f,3243968.989836997,0.0,0.0,0.0,0.0,0.0
362,66,f,16301.351707723603,0.0,1.0,0.0,0.0,0.0
363,66,f,293619.8758522037,0.0,0.0,0.0,0.0,1.0
364,66,f,1475.4767630764004,0.0,1.0,0.0,0.0,1.0
365,66,f,46060.411620403276,0.0,0.0,1.0,0.0,0.0
366,66,f,231.45935487639835,0.0,1.0,1.0,0.0,0.0
367,66,f,4169.044890396371,0.0,0.0,1.0,0.0,1.0
368,66,f,20.949974323599854,0.0,1.0,1.0,0.0,1.0
369,66,f,528087.9750897436,1.0,0.0,0.0,0.0,0.0
370,66,f,2653.7084175364002,1.0,1.0,0.0,0.0,0.0
371,66,f,47798.584441056424,1.0,0.0,0.0,0.0,1.0
372,66,f,240.1938916636001,1.0,1.0,0.0,0.0,1.0
373,66,f,7498.206542856348,1.0,0.0,1.0,0.0,0.0
374,66,f,37.679429863599744,1.0,1.0,1.0,0.0,0.0
375,66,f,678.6817263435954,1.0,0.0,1.0,0.0,1.0
376,66,f,3.410460936399977,1.0,1.0,1.0,0.0,1.0
377,67,f,3067742.9732549083,0.0,0.0,0.0,0.0,0.0
378,67,f,15415.793835451801,0.0,1.0,0.0,0.0,0.0
379,67,f,277669.21131969185,0.0,0.0,0.0,0.0,1.0
380,67,f,1395.3226699482004,0.0,1.0,0.0,0.0,1.0
381,67,f,43558.21665879148,0.0,0.0,1.0,0.0,0.0
382,67,f,218.88551084819844,0.0,1.0,1.0,0.0,0.0
383,67,f,3942.564866608172,0.0,0.0,1.0,0.0,1.0
384,67,f,19.81188375179986,0.0,1.0,1.0,0.0,1.0
385,67,f,499400.0189019619,1.0,0.0,0.0,0.0,0.0
386,67,f,2509.5478336782007,1.0,1.0,0.0,0.0,0.0
387,67,f,45201.96463343822,1.0,0.0,0.0,0.0,1.0
388,67,f,227.1455509218001,1.0,1.0,0.0,0.0,1.0
389,67,f,7090.872479338151,1.0,0.0,1.0,0.0,0.0
390,67,f,35.63252502179975,1.0,1.0,1.0,0.0,0.0
391,67,f,641.8128852617957,1.0,0.0,1.0,0.0,1.0
392,67,f,3.2251903781999784,1.0,1.0,1.0,0.0,1.0
393,68,f,2882412.156002249,0.0,0.0,0.0,0.0,0.0
394,68,f,14484.483195991203,0.0,1.0,0.0,0.0,0.0
395,68,f,260894.4481441513,0.0,0.0,0.0,0.0,1.0
396,68,f,1311.0273776088006,0.0,1.0,0.0,0.0,1.0
397,68,f,40926.74460855091,0.0,0.0,1.0,0.0,0.0
398,68,f,205.66203320879853,0.0,1.0,1.0,0.0,0.0
399,68,f,3704.3836450487743,0.0,0.0,1.0,0.0,1.0
400,68,f,18.614993191199872,0.0,1.0,1.0,0.0,1.0
401,68,f,469229.8858608313,1.0,0.0,0.0,0.0,0.0
402,68,f,2357.9391249288005,1.0,1.0,0.0,0.0,0.0
403,68,f,42471.18923276882,1.0,0.0,0.0,0.0,1.0
404,68,f,213.4230614712001,1.0,1.0,0.0,0.0,1.0
405,68,f,6662.493308368753,1.0,0.0,1.0,0.0,0.0
406,68,f,33.47986587119976,1.0,1.0,1.0,0.0,0.0
407,68,f,603.039198031196,1.0,0.0,1.0,0.0,1.0
408,68,f,3.0303477287999794,1.0,1.0,1.0,0.0,1.0
409,69,f,2695072.8358144434,0.0,0.0,0.0,0.0,0.0
